ID# ; Time ; State of Charge (BMS)/% ; Available Charge Power/kW ; Available Disharge Power/kW ; Battery Current/A ; Battery Voltage/V ; Battery Max Temp/°C ; Battery Min Temp/°C ; Battery Module 1 Temp/°C ; Battery Module 2 Temp/°C ; Battery Module 3 Temp/°C ; Battery Module 4 Temp/°C ; Battery Module 5 Temp/°C ; Battery Inlet Temp/°C ; Max Cell Voltage/V ; Max Cell Voltage No. ; Min Cell Voltage/V ; Min Cell Voltage No. ; Fan Status ; Fan Feedback Signal ; Auxiliary Battery Voltage/V ; Cumulative Charge Current/Ah ; Cumulative Disharge Current/Ah ; Cumulative Charge Power/kWh ; Cumulative Disharge Power/kWh ; Cumulative Operating Time/Days ; Inverter Capacitor Voltage/V ; Drive Motor Speed 1/RPM ; Drive Motor Speed 2/RPM ; Isolation Resistance/kOhms; BCV1 ; BCV2 ; BCV3 ; BCV4; BCV5; BCV6; BCV7; BCV8; BCV9; BCV10; BCV11; BCV12; BCV13; BCV14; BCV15; BCV16; BCV17; BCV18; BCV19; BCV20; BCV21; BCV22; BCV23; BCV24; BCV25; BCV26; BCV27; BCV28; BCV29; BCV30; BCV31; BCV32; BCV33; BCV34; BCV35; BCV36; BCV37; BCV38; BCV39; BCV40; BCV41; BCV42; BCV43; BCV44; BCV45; BCV46; BCV47; BCV48; BCV49; BCV50; BCV51; BCV52; BCV53; BCV54; BCV55; BCV56; BCV57; BCV58; BCV59; BCV60; BCV61; BCV62; BCV63; BCV64; BCV65; BCV66; BCV67; BCV68; BCV69; BCV70; BCV71; BCV72; BCV73; BCV74; BCV75; BCV76; BCV77; BCV78; BCV79; BCV80; BCV81; BCV82; BCV83; BCV84; BCV85; BCV86; BCV87; BCV88; BCV89; BCV90; BCV91; BCV92; BCV93; BCV94; BCV95; BCV96; Battery Module 6 Temp/°C; Battery Max Temp 2 /°C; Battery Min Temp 2 /°C; Battery Module 7 Temp/°C; Battery Module 8 Temp/°C; Battery Module 9 Temp/°C;Battery Module 10 Temp/°C; Available Charge Power2 /kW; Available Disharge Power2 /kW ; Cell Voltage Deviation; QCNS; Airbag H/wire Duty/%; Battery Heater 1 Temp/°C; Battery Heater 2 Temp/°C; State of Health (SOH)/%; Max Deterioration Cell no. ; Min Dererioration/%; Min Deterioration Cell no.; State of Chage (SOC) Display/%
0;2020-12-07 14:17:45;61.5;98.0;98.0;95.0;354.4;28;27;27;28;27;27;28;26;3.68;35;3.68;10;0;0;14.5;11884.3;11871.2;4339.8;4266.0;97.71;354;2100;2100;1000;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;28;28;28;27;27;27;27;98.0;98.0;0;1;85;0;0;100.0;46;100.0;1;64.0;
1;2020-12-07 14:17:56;61.5;98.0;98.0;13.3;358.0;28;27;27;28;27;27;28;26;3.72;37;3.72;1;0;0;14.5;11884.3;11871.2;4339.8;4266.0;97.72;358;2300;2300;1000;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;28;28;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;64.0;
2;2020-12-07 14:18:07;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;28;28;28;27;27;27;28;98.0;98.0;0;1;75;0;0;100.0;46;100.0;1;64.0;
3;2020-12-07 14:18:18;61.5;98.0;98.0;1.4;359.0;28;27;27;28;27;27;28;26;3.74;17;3.72;1;0;0;13.4;11884.3;11871.3;4339.8;4266.0;97.72;359;100;100;1000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;28;28;28;27;27;27;28;98.0;98.0;0;1;75;0;0;100.0;46;100.0;1;64.0;
4;2020-12-07 14:18:29;61.5;98.0;98.0;6546.6;359.0;28;27;27;28;27;27;28;26;3.74;2;3.72;1;0;0;13.5;11884.3;11871.3;4339.8;4266.1;97.72;359;2000;2000;1000;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;28;28;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;63.5;
5;2020-12-07 14:18:40;61.5;98.0;98.0;6534.6;359.9;28;27;27;28;27;27;28;26;3.74;2;3.74;1;0;0;13.4;11884.3;11871.4;4339.8;4266.1;97.72;360;900;900;1000;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.72;3.72;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.72;3.74;3.72;3.72;3.72;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.74;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.72;3.72;3.72;3.74;3.74;3.74;3.72;3.74;3.74;28;28;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;64.0;
6;2020-12-07 14:18:51;61.5;98.0;98.0;1.0;359.0;28;27;27;28;27;27;28;26;3.74;2;3.72;1;0;0;13.4;11884.4;11871.4;4339.8;4266.1;97.72;359;0;0;1000;3.72;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.72;3.74;3.72;3.74;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.72;3.72;3.74;3.74;3.72;3.72;3.72;3.72;3.74;3.74;3.74;3.72;3.74;3.74;3.74;3.74;3.72;3.74;3.74;3.72;3.72;3.74;3.72;3.72;3.72;3.72;3.74;3.74;3.74;3.72;3.74;3.74;3.72;3.72;3.72;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.72;3.74;3.72;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.74;28;28;28;27;27;27;27;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;64.0;
7;2020-12-07 14:19:02;61.5;98.0;98.0;2.0;358.9;28;27;27;28;27;27;28;26;3.74;2;3.72;1;0;0;13.4;11884.4;11871.4;4339.8;4266.1;97.72;359;0;0;1000;3.72;3.74;3.72;3.72;3.74;3.72;3.72;3.72;3.74;3.72;3.74;3.72;3.72;3.72;3.74;3.74;3.74;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.72;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.72;3.72;3.72;3.72;3.74;3.72;3.74;3.72;3.72;3.72;3.72;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.74;3.72;3.74;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.74;3.72;3.72;3.74;3.74;3.72;28;28;28;27;27;27;27;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;64.0;
8;2020-12-07 14:19:13;61.5;98.0;98.0;0.9;358.9;28;27;27;28;27;27;28;26;3.74;34;3.72;1;0;0;13.4;11884.4;11871.4;4339.8;4266.1;97.72;359;0;0;1000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3.74;3.74;3.74;3.74;3.74;3.74;3.72;3.74;3.72;3.74;3.72;3.72;3.74;3.74;3.74;3.72;3.72;3.72;3.74;3.74;3.74;3.72;3.72;3.74;3.72;3.74;3.72;3.74;3.72;3.72;3.72;3.74;3.72;3.74;3.72;3.72;3.72;3.74;3.74;3.74;3.74;3.74;3.72;3.72;3.72;3.74;3.72;3.74;3.72;3.72;3.72;3.72;3.74;3.72;3.72;3.72;3.74;3.74;3.74;3.74;3.74;3.74;3.74;3.74;28;28;28;27;27;27;27;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;64.0;
9;2020-12-07 14:19:24;61.0;98.0;98.0;42.9;356.9;28;27;27;28;27;27;28;26;3.72;33;3.7;88;0;0;13.4;11884.4;11871.4;4339.8;4266.1;97.72;356;1300;1300;1000;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;3.72;28;28;28;27;27;27;28;98.0;98.0;0;1;75;0;0;100.0;46;100.0;1;63.5;
