ID# ; Time ; State of Charge (BMS)/% ; Available Charge Power/kW ; Available Disharge Power/kW ; Battery Current/A ; Battery Voltage/V ; Battery Max Temp/°C ; Battery Min Temp/°C ; Battery Module 1 Temp/°C ; Battery Module 2 Temp/°C ; Battery Module 3 Temp/°C ; Battery Module 4 Temp/°C ; Battery Module 5 Temp/°C ; Battery Inlet Temp/°C ; Max Cell Voltage/V ; Max Cell Voltage No. ; Min Cell Voltage/V ; Min Cell Voltage No. ; Fan Status ; Fan Feedback Signal ; Auxiliary Battery Voltage/V ; Cumulative Charge Current/Ah ; Cumulative Disharge Current/Ah ; Cumulative Charge Power/kWh ; Cumulative Disharge Power/kWh ; Cumulative Operating Time/Days ; Inverter Capacitor Voltage/V ; Drive Motor Speed 1/RPM ; Drive Motor Speed 2/RPM ; Isolation Resistance/kOhms; BCV1 ; BCV2 ; BCV3 ; BCV4; BCV5; BCV6; BCV7; BCV8; BCV9; BCV10; BCV11; BCV12; BCV13; BCV14; BCV15; BCV16; BCV17; BCV18; BCV19; BCV20; BCV21; BCV22; BCV23; BCV24; BCV25; BCV26; BCV27; BCV28; BCV29; BCV30; BCV31; BCV32; BCV33; BCV34; BCV35; BCV36; BCV37; BCV38; BCV39; BCV40; BCV41; BCV42; BCV43; BCV44; BCV45; BCV46; BCV47; BCV48; BCV49; BCV50; BCV51; BCV52; BCV53; BCV54; BCV55; BCV56; BCV57; BCV58; BCV59; BCV60; BCV61; BCV62; BCV63; BCV64; BCV65; BCV66; BCV67; BCV68; BCV69; BCV70; BCV71; BCV72; BCV73; BCV74; BCV75; BCV76; BCV77; BCV78; BCV79; BCV80; BCV81; BCV82; BCV83; BCV84; BCV85; BCV86; BCV87; BCV88; BCV89; BCV90; BCV91; BCV92; BCV93; BCV94; BCV95; BCV96; Battery Module 6 Temp/°C; Battery Max Temp 2 /°C; Battery Min Temp 2 /°C; Battery Module 7 Temp/°C; Battery Module 8 Temp/°C; Battery Module 9 Temp/°C;Battery Module 10 Temp/°C; Available Charge Power2 /kW; Available Disharge Power2 /kW ; Cell Voltage Deviation; QCNS; Airbag H/wire Duty/%; Battery Heater 1 Temp/°C; Battery Heater 2 Temp/°C; State of Health (SOH)/%; Max Deterioration Cell no. ; Min Dererioration/%; Min Deterioration Cell no.; State of Chage (SOC) Display/%
0;2020-10-29 00:17:48;87.0;98.0;98.0;44.7;387.2;28;27;28;28;27;27;28;27;4.02;73;4.02;10;0;0;13.7;11161.9;11127.2;4075.2;3997.8;89.96;387;1400;1400;1000;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.04;4.06;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.02;4.04;4.04;4.04;4.02;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.5;
1;2020-10-29 00:17:59;87.0;98.0;98.0;21.5;387.6;28;27;28;28;27;27;28;27;4.04;51;4.02;1;0;0;12.9;11161.9;11127.3;4075.2;3997.9;89.96;388;2700;2700;1000;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.06;4.04;4.04;4.04;4.06;4.04;4.04;4.04;4.04;4.06;4.04;4.06;4.04;4.04;4.04;4.04;4.04;4.04;4.06;4.04;4.04;4.04;4.06;4.04;4.06;4.04;4.04;4.04;4.06;4.06;4.06;4.06;4.06;4.04;4.04;4.04;4.06;4.04;4.06;4.04;4.04;4.04;4.04;4.04;4.04;4.06;4.04;4.04;4.06;4.06;4.04;4.04;4.04;4.04;4.04;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
2;2020-10-29 00:18:10;87.0;98.0;98.0;3.7;389.1;28;27;28;28;27;27;28;27;4.04;15;4.04;1;0;0;14.3;11162.0;11127.3;4075.2;3997.9;89.96;389;300;300;1000;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
3;2020-10-29 00:18:21;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.04;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.04;4.02;4.04;4.02;4.04;4.02;4.02;4.04;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
4;2020-10-29 00:18:32;87.0;98.0;98.0;50.8;385.8;28;27;28;28;27;27;28;27;4.02;53;4.0;10;0;0;13.0;11162.0;11127.4;4075.2;3997.9;89.97;385;3300;3300;1000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.0;4.02;4.02;4.02;4.0;4.02;4.0;4.02;4.0;4.02;4.0;4.02;4.0;4.02;4.02;4.02;4.02;4.02;4.0;4.02;4.02;4.02;4.0;4.02;4.0;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.0;4.02;4.02;4.02;4.0;4.02;4.0;4.0;4.0;4.02;4.0;4.02;4.0;4.02;4.02;4.02;4.0;4.02;4.0;4.02;4.0;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
5;2020-10-29 00:18:43;87.0;98.0;98.0;13.2;387.7;28;27;28;28;27;27;28;27;4.04;51;4.02;1;0;0;13.1;11162.0;11127.5;4075.2;3998.0;89.97;387;3300;3300;1000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
6;2020-10-29 00:18:54;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
7;2020-10-29 00:19:05;86.5;98.0;98.0;5.6;388.2;28;27;28;28;27;27;28;27;4.04;15;4.04;1;0;0;12.9;11162.0;11127.6;4075.2;3998.0;89.97;388;2300;2300;1000;4.02;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;91.0;
8;2020-10-29 00:19:16;86.5;98.0;98.0;30.8;387.2;28;27;28;28;27;27;28;27;4.02;15;4.02;1;0;0;13.3;11162.0;11127.6;4075.2;3998.0;89.97;387;1700;1700;1000;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.02;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;27;27;28;27;27;27;28;98.0;98.0;0;1;75;0;0;100.0;46;100.0;1;91.0;
9;2020-10-29 00:19:27;86.5;98.0;98.0;18.1;386.6;28;27;28;28;27;27;28;27;4.02;51;4.02;1;0;0;13.0;11162.0;11127.8;4075.2;3998.1;89.97;387;3200;3200;1000;4.04;4.06;4.04;4.06;4.04;4.04;4.04;4.06;4.04;4.04;4.04;4.04;4.04;4.06;4.04;4.06;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.04;4.06;4.04;4.04;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.06;4.06;4.06;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.04;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;27;27;28;27;27;27;28;98.0;98.0;0;1;80;0;0;100.0;46;100.0;1;90.5;
